1159033_0_COMx,1159033_0_COMy,1159033_0_COMz,1159033_1_COMx,1159033_1_COMy,1159033_1_COMz,639486_0_COMx,639486_0_COMy,639486_0_COMz,639486_1_COMx,639486_1_COMy,639486_1_COMz,639486_2_COMx,639486_2_COMy,639486_2_COMz,639486_3_COMx,639486_3_COMy,639486_3_COMz,7433301_0_COMx,7433301_0_COMy,7433301_0_COMz,7433301_1_COMx,7433301_1_COMy,7433301_1_COMz,7433301_2_COMx,7433301_2_COMy,7433301_2_COMz,7433301_3_COMx,7433301_3_COMy,7433301_3_COMz,7433301_4_COMx,7433301_4_COMy,7433301_4_COMz,8793077_0_COMx,8793077_0_COMy,8793077_0_COMz,8793077_1_COMx,8793077_1_COMy,8793077_1_COMz,8793077_2_COMx,8793077_2_COMy,8793077_2_COMz,8833418_0_COMx,8833418_0_COMy,8833418_0_COMz,8833418_1_COMx,8833418_1_COMy,8833418_1_COMz,8833418_2_COMx,8833418_2_COMy,8833418_2_COMz,256587_0_COMx,256587_0_COMy,256587_0_COMz,256587_1_COMx,256587_1_COMy,256587_1_COMz,256587_2_COMx,256587_2_COMy,256587_2_COMz,256587_3_COMx,256587_3_COMy,256587_3_COMz,2657201_0_COMx,2657201_0_COMy,2657201_0_COMz,2657201_1_COMx,2657201_1_COMy,2657201_1_COMz,5139716_0_COMx,5139716_0_COMy,5139716_0_COMz,5139716_1_COMx,5139716_1_COMy,5139716_1_COMz,7466188_0_COMx,7466188_0_COMy,7466188_0_COMz,7466188_1_COMx,7466188_1_COMy,7466188_1_COMz,8442648_0_COMx,8442648_0_COMy,8442648_0_COMz,8442648_1_COMx,8442648_1_COMy,8442648_1_COMz,8442648_2_COMx,8442648_2_COMy,8442648_2_COMz,8442648_3_COMx,8442648_3_COMy,8442648_3_COMz
-0.90095,51.333019,93.785072,-2.673197,46.603622,94.711548,2.552681,47.642918,95.311707,2.455739,37.522369,95.089096,4.343647,53.339211,95.27951,4.090526,59.687271,94.966049,1.318636,55.152504,89.477753,0.906013,51.517494,88.800133,0.094519,39.831436,89.413765,0.674535,42.535717,90.738937,1.10851,42.815292,90.144928,3.811748,46.262241,100.364372,5.025484,43.966717,99.524399,4.607237,41.401772,99.287666,-0.893188,51.651989,93.334625,-2.01283,55.277298,90.527481,0.952243,48.78796,90.336136,0.303288,45.965919,99.385628,0.742618,55.700577,100.396149,1.045761,51.408813,99.717972,-0.242131,45.693764,100.093819,-0.431973,49.236298,89.533882,-0.677754,51.248535,89.917557,2.479237,41.303036,94.934784,2.166955,49.675804,94.984489,5.256933,49.960346,96.494507,4.518025,41.073418,95.784828,1.584407,62.047783,90.509377,2.340969,55.421803,89.655205,3.078854,52.257866,90.000603,2.642787,58.815811,89.834831
-0.911522,51.336594,93.78833,-2.659645,46.596142,94.722862,2.566728,47.648766,95.301445,2.442146,37.530247,95.07135,4.338089,53.334812,95.295593,4.029974,59.706608,94.942215,1.283585,55.151505,89.48568,0.904518,51.510876,88.808586,0.090274,39.834579,89.410637,0.661366,42.534859,90.713783,1.096863,42.805943,90.145905,3.824658,46.262604,100.371666,4.975797,44.010757,99.541519,4.550872,41.411461,99.30883,-0.880653,51.63522,93.327293,-2.044918,55.301315,90.514961,0.970591,48.78442,90.33979,0.31261,45.965134,99.38472,0.754692,55.695339,100.39225,1.055369,51.414234,99.720131,-0.221614,45.687969,100.122711,-0.438203,49.238453,89.556961,-0.672853,51.232136,89.926903,2.486528,41.310574,94.943413,2.193638,49.683155,95.004333,5.2524,49.958084,96.490448,4.495283,41.054337,95.782509,1.573122,62.041409,90.508911,2.313788,55.42868,89.631233,3.058984,52.267498,89.991196,2.669119,58.814816,89.834251
-0.87903,51.32151,93.784889,-2.662109,46.598312,94.782127,2.575354,47.65097,95.29393,2.433736,37.517563,95.08316,4.33486,53.328556,95.287567,4.001706,59.71365,94.917099,1.267807,55.150352,89.483879,0.917663,51.505634,88.802559,0.117897,39.847527,89.402618,0.686816,42.514656,90.732513,1.099952,42.789562,90.144493,3.723765,46.306755,100.443771,4.884089,44.083023,99.482635,4.449615,41.464989,99.35495,-0.92014,51.618874,93.301109,-2.031563,55.307014,90.516251,1.036783,48.750484,90.364868,0.314897,45.968426,99.375427,0.767601,55.699017,100.395615,1.076794,51.425709,99.737038,-0.237882,45.715542,100.115295,-0.462734,49.228062,89.552765,-0.674184,51.223415,89.911751,2.487584,41.307396,94.947014,2.222089,49.697964,95.002594,5.244879,49.962784,96.479431,4.531611,41.014133,95.785332,1.579608,62.042297,90.5149,2.308579,55.43161,89.631973,3.036901,52.261955,89.996674,2.757326,58.830757,89.869652
-0.853654,51.314896,93.77964,-2.602574,46.636177,94.726921,2.602344,47.675892,95.293037,2.421979,37.526466,95.076859,4.320308,53.32299,95.29438,4.037724,59.752563,94.963005,1.238213,55.137104,89.470856,0.95393,51.519657,88.808037,0.064065,39.856766,89.408897,0.657889,42.520069,90.719833,1.085043,42.795826,90.130768,3.721186,46.301254,100.42569,4.987404,44.132183,99.458931,4.421189,41.494537,99.39135,-0.859853,51.599228,93.311142,-2.055567,55.308559,90.542015,1.008334,48.740391,90.362854,0.316044,45.964756,99.38063,0.783105,55.696327,100.392311,1.093626,51.419281,99.761345,-0.266759,45.714283,100.116928,-0.45377,49.230526,89.561501,-0.681166,51.215549,89.919968,2.473544,41.30891,94.940285,2.23827,49.722229,95.028648,5.209911,49.950008,96.463829,4.542146,41.011356,95.770088,1.583196,62.040749,90.515266,2.296981,55.426609,89.635246,3.046682,52.270477,89.993568,2.788823,58.826332,89.79937
-0.958445,51.300064,93.751198,-2.612865,46.634186,94.725296,2.619075,47.672264,95.292648,2.427365,37.528748,95.071693,4.312733,53.328987,95.298431,4.022855,59.75816,94.955574,1.213512,55.132484,89.466583,0.978684,51.522732,88.793823,0.078401,39.878159,89.399879,0.665755,42.509892,90.724167,1.086303,42.780788,90.141434,3.692332,46.30574,100.431351,4.966695,44.153435,99.45108,4.443129,41.473431,99.392456,-0.845614,51.580273,93.31974,-2.093217,55.313625,90.541443,0.992357,48.728638,90.379936,0.32384,45.966896,99.385101,0.763893,55.679543,100.385948,1.099806,51.420883,99.762497,-0.253166,45.709251,100.109299,-0.519216,49.241077,89.566208,-0.687296,51.227661,89.912857,2.470073,41.31599,94.94104,2.203187,49.72398,95.011116,5.214812,49.9454,96.45549,4.544886,40.998165,95.781822,1.609598,62.034752,90.516083,2.302249,55.42865,89.632378,3.050354,52.255745,89.990028,2.874874,58.818047,89.784904
-0.927852,51.304626,93.736954,-2.584655,46.638439,94.723175,2.620292,47.667389,95.291306,2.46103,37.53331,95.072968,4.293943,53.315247,95.276154,4.033189,59.772575,94.944084,1.18331,55.118805,89.4674,1.033625,51.533245,88.815842,0.065399,39.8685,89.398285,0.683255,42.510872,90.742157,1.111473,42.772282,90.147064,3.748702,46.329632,100.435722,4.941938,44.204708,99.491295,4.374845,41.492111,99.369263,-0.860734,51.566017,93.302338,-2.076669,55.332443,90.526505,0.991589,48.728443,90.376518,0.298563,45.9533,99.381058,0.762861,55.684906,100.386009,1.092337,51.433201,99.755745,-0.271539,45.713573,100.116898,-0.544034,49.248417,89.558228,-0.690794,51.207943,89.923317,2.478297,41.314983,94.943443,2.232553,49.742481,95.000725,5.222648,49.944824,96.453415,4.514064,40.980137,95.798576,1.605393,62.035889,90.513939,2.319058,55.432125,89.633942,3.054312,52.249905,89.989563,2.876665,58.814011,89.757339
-0.959201,51.307964,93.736755,-2.580398,46.640579,94.723038,2.648937,47.689404,95.301315,2.463161,37.532043,95.066399,4.305639,53.306431,95.28463,4.039783,59.790512,94.945717,1.180837,55.116272,89.47316,1.047911,51.545528,88.801468,0.024427,39.892067,89.424156,0.671611,42.51532,90.740723,1.078399,42.763054,90.147255,3.693735,46.343517,100.429993,4.944404,44.222237,99.487305,4.518414,41.517754,99.324516,-0.879389,51.565605,93.315529,-2.022511,55.354912,90.548203,0.973251,48.720825,90.358047,0.276922,45.965118,99.379356,0.763917,55.678619,100.397118,1.091922,51.431076,99.750137,-0.263106,45.717735,100.11599,-0.505315,49.237053,89.554436,-0.694182,51.200108,89.914215,2.475343,41.315815,94.94043,2.233655,49.757927,95.013443,5.190228,49.964653,96.426941,4.521749,40.959568,95.784889,1.604147,62.034412,90.522354,2.303411,55.438179,89.633377,3.041505,52.249981,89.997696,2.886884,58.811939,89.750854
-0.943576,51.304512,93.749924,-2.560841,46.620014,94.735054,2.614681,47.695343,95.317116,2.487142,37.54121,95.052483,4.293242,53.303482,95.288246,4.070915,59.830643,94.962502,1.171201,55.108879,89.462059,1.08158,51.546623,88.816902,0.095143,39.910477,89.397598,0.654759,42.521267,90.725006,1.099902,42.758945,90.153046,3.470104,46.330566,100.430023,4.964745,44.25568,99.506012,4.445152,41.544685,99.359581,-0.889609,51.535328,93.306969,-1.992224,55.373203,90.530479,0.978209,48.718864,90.348076,0.287803,45.966759,99.386467,0.770563,55.694443,100.392853,1.07561,51.431419,99.753349,-0.263976,45.716469,100.116402,-0.488308,49.254269,89.569107,-0.681817,51.190071,89.919579,2.450587,41.308517,94.962944,2.239915,49.763458,94.994194,5.151845,49.958447,96.450905,4.613657,40.913429,95.799377,1.605899,62.026073,90.518188,2.297613,55.442532,89.639252,3.037956,52.241119,90.015121,2.896183,58.808922,89.75164
-0.931203,51.294456,93.758324,-2.561194,46.622124,94.735008,2.652704,47.700649,95.312805,2.462176,37.533878,95.063683,4.279574,53.296631,95.278282,4.058794,59.844009,94.964882,1.201344,55.128635,89.48452,1.090765,51.532249,88.809052,0.065607,39.918655,89.392815,0.681963,42.525089,90.72554,1.096641,42.750927,90.146736,3.456777,46.374859,100.401329,4.989314,44.299213,99.491341,4.420403,41.558594,99.3507,-0.900623,51.522175,93.299789,-2.019862,55.398968,90.514427,0.955808,48.705425,90.369774,0.23831,45.964634,99.39566,0.769456,55.694077,100.402191,1.088679,51.429077,99.753349,-0.256738,45.733688,100.091103,-0.544141,49.256805,89.574593,-0.701458,51.176067,89.922585,2.480368,41.319241,94.943069,2.253747,49.783981,95.007088,5.17065,49.98016,96.419106,4.603295,40.898323,95.786903,1.595654,62.028625,90.51474,2.290667,55.449947,89.642365,3.040263,52.243839,89.999542,2.802949,58.850945,89.845085
-0.930849,51.294777,93.757843,-2.558983,46.638031,94.710182,2.64527,47.696712,95.318138,2.462308,37.545017,95.050957,4.267559,53.289616,95.261375,4.087011,59.852936,94.977875,1.170214,55.113144,89.486526,1.116027,51.552116,88.798294,0.04284,39.915733,89.376396,0.658623,42.527882,90.719276,1.100408,42.758011,90.143433,3.438034,46.374069,100.405716,5.064837,44.372971,99.447502,4.406997,41.565437,99.346222,-0.910144,51.503006,93.296654,-2.010976,55.414257,90.519081,0.944052,48.701172,90.374435,0.259384,45.964951,99.395836,0.756222,55.693329,100.393448,1.07787,51.435707,99.750221,-0.265112,45.736141,100.079887,-0.530398,49.239719,89.571907,-0.706572,51.177044,89.914345,2.459753,41.307728,94.96167,2.254019,49.809261,94.99601,5.147458,49.987999,96.416321,4.600912,40.895348,95.787552,1.5923,62.022896,90.520638,2.310029,55.439518,89.642494,3.010271,52.248455,89.995964,2.804818,58.859524,89.839134
-0.929443,51.283657,93.746033,-2.599269,46.62376,94.689056,2.649241,47.702644,95.308334,2.470636,37.52972,95.064522,4.251131,53.259781,95.258286,3.999797,59.828972,94.935928,1.117509,55.111889,89.484909,1.104092,51.568325,88.802971,0.043147,39.909729,89.381821,0.647789,42.533195,90.715775,1.091892,42.752377,90.142059,3.488835,46.465637,100.348907,5.010443,44.405895,99.452309,4.424097,41.566422,99.348564,-0.900363,51.486309,93.298828,-2.001552,55.431953,90.52462,0.950276,48.709721,90.342781,0.256688,45.965588,99.387329,0.75122,55.681568,100.395363,1.079539,51.430321,99.749763,-0.270735,45.737865,100.083031,-0.48747,49.246334,89.594513,-0.676546,51.176826,89.918785,2.486775,41.303078,94.9599,2.267954,49.814556,94.995903,5.128117,49.992035,96.406761,4.556617,40.858353,95.765511,1.605181,62.016644,90.527901,2.30205,55.456028,89.652153,3.012721,52.251915,90.00193,2.824566,58.871315,89.825836
-0.961112,51.284275,93.748787,-2.592083,46.620945,94.685753,2.652094,47.697727,95.308777,2.455374,37.542,95.05793,4.230707,53.262535,95.249069,4.024639,59.833641,94.942184,1.131521,55.109676,89.493584,1.160756,51.573799,88.814903,0.031255,39.916767,89.381378,0.669201,42.52692,90.697044,1.101712,42.755959,90.135765,3.395593,46.474686,100.347267,5.06924,44.443188,99.477081,4.332451,41.606888,99.332268,-0.875626,51.467918,93.305275,-1.967767,55.443863,90.551888,0.94916,48.7061,90.338531,0.276051,45.97514,99.368439,0.770238,55.689098,100.402771,1.054725,51.450577,99.751892,-0.25423,45.734398,100.089485,-0.509498,49.247768,89.594475,-0.684935,51.181343,89.923195,2.485145,41.300926,94.965828,2.283319,49.840702,94.993538,5.134823,49.993984,96.419945,4.564478,40.852306,95.768524,1.584112,62.007771,90.518814,2.318583,55.452816,89.65377,3.040302,52.244846,90.006493,2.815403,58.878155,89.829803
-0.902817,51.260445,93.788124,-2.576095,46.623322,94.68306,2.708948,47.71669,95.326607,2.464679,37.534817,95.066811,4.227194,53.261761,95.250298,4.028103,59.836491,94.932549,1.115311,55.102997,89.496078,1.14525,51.589848,88.817093,0.043591,39.925102,89.380783,0.684138,42.533909,90.696182,1.087724,42.742924,90.13765,3.296425,46.53059,100.312683,5.057161,44.45079,99.485878,4.287528,41.629028,99.331657,-0.891057,51.465927,93.296967,-1.953781,55.459877,90.550583,0.962186,48.701221,90.353447,0.281755,45.994049,99.381569,0.768174,55.68124,100.40377,1.041944,51.465759,99.743683,-0.255324,45.732227,100.082558,-0.490503,49.243362,89.593269,-0.683416,51.174969,89.927353,2.49846,41.307648,94.949112,2.269691,49.852077,94.995346,5.118618,49.995575,96.431046,4.603601,40.805229,95.812325,1.588342,61.991745,90.519829,2.306922,55.459465,89.648186,3.029294,52.241184,89.997307,2.829244,58.870918,89.831619
-0.889293,51.253902,93.800674,-2.571923,46.6222,94.679115,2.691783,47.707207,95.333038,2.483938,37.531471,95.064629,4.209681,53.255402,95.247467,4.027737,59.860783,94.936264,1.147588,55.095402,89.503326,1.122534,51.592194,88.804703,0.047849,39.924446,89.378883,0.659094,42.534718,90.689972,1.097431,42.746975,90.137268,3.345236,46.576874,100.308083,5.148023,44.475834,99.486725,4.292885,41.644661,99.325867,-0.871587,51.462582,93.306862,-1.904082,55.477924,90.535614,0.949645,48.702099,90.347237,0.243998,46.006344,99.398834,0.768332,55.68837,100.391281,1.008911,51.471352,99.741348,-0.259014,45.743969,100.084412,-0.514417,49.243366,89.580292,-0.68487,51.173763,89.924812,2.501451,41.321239,94.954231,2.281992,49.88821,95.006622,5.085394,50.002304,96.424309,4.59415,40.787842,95.801842,1.584095,61.991085,90.514397,2.289236,55.455631,89.645584,3.027647,52.241791,89.995277,2.801784,58.877304,89.838379
-0.801775,51.241848,93.799507,-2.669136,46.59483,94.713783,2.707411,47.708832,95.339081,2.482059,37.527882,95.082939,4.178059,53.253784,95.240318,4.04149,59.880604,94.946808,1.11324,55.088188,89.520538,1.169088,51.603878,88.830475,0.079582,39.92622,89.36277,0.681694,42.53825,90.699699,1.100786,42.746895,90.136314,3.465157,46.683495,100.373718,5.239318,44.579105,99.583496,4.444612,41.663071,99.394585,-0.882604,51.452396,93.300865,-1.907695,55.50354,90.561493,0.954819,48.688004,90.311073,0.181378,45.986301,99.42009,0.76447,55.680523,100.384224,1.009066,51.483177,99.76075,-0.36433,45.759964,100.104881,-0.521538,49.249546,89.589806,-0.683205,51.179955,89.928604,2.498549,41.332085,94.962563,2.273049,49.919834,95.000481,5.034886,50.002438,96.365471,4.624273,40.725544,95.759048,1.581782,61.976665,90.522049,2.263222,55.463223,89.641884,3.007163,52.25029,89.996071,2.948382,58.884346,89.782509
